"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"Non-native earthworms promote plant invasion by ingesting seeds and modifying soil properties.","Julia Clause","Sébastien Barot","Earthworms can have strong direct effects on plant communities through consumption and digestion of seeds, however it is unclear how earthworms may influence the relative abundance and composition of plant communities invaded by non-native species. In this study, earthworms, seed banks, and the standing vegetation were sampled in a grassland of central California. Our objectives were i) to examine whether the abundances of non-native, invasive earthworm species and non-native grassland plant species are correlated, and ii) to test whether seed ingestion by these worms alters the soil seed bank by evaluating the composition of seeds in casts relative to uningested soil. Sampling locations were selected based on historical land-use practices, including presence or absence of tilling, and revegetation by seed using Phalaris aquatica. Only non-native earthworm species were found, dominated by the invasive European species Aporrectodea trapezoides. Earthworm abundance was significantly higher in the grassland blocks dominated by non-native plant species, and these sites had higher carbon and moisture contents. Earthworm abundance was also positively related to increased emergence of non-native seedlings, but had no effect on that of native seedlings. Plant species richness and total seedling emergence were higher in casts than in uningested soils. This study suggests that there is a potential effect of non-native earthworms in promoting non-native and likely invasive plant species within grasslands, due to seed-plant-earthworm interactions via soil modification or to seed ingestion by earthworms and subsequent cast effects on grassland dynamics. This study supports a growing body of literature for earthworms as ecosystem engineers but highlights the relative importance of considering non-native-native interactions with the associated plant community.","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY ","en",2015,"Apr","France","France","10.1016/j.actao.2015204","https://doi.org/10.1016/j.actao.2015.02.004","10.1111/gcb.13446","USA","grassland of central California","Invasive species;Californian grassland;Earthworm casts;Feedback;Interactions;Seed bank","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"R: A Language and Environment for Statistical Computing.","R core team","R core team","N/A","N/A","en",2015,"Feb","Austria","Austria","10.1145/190271.190295","http://dx.doi.org/10.1145/190271.190295","10.1111/gcb.13446","N/A","N/A","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Exotic earthworms of great lakes forests: a search for indicator plant species in maple forests.","Kathryn Corio","Gary Fewless","The invasion of exotic earthworms in previously earthworm-free northern deciduous forests has been linked to the disappearance of forest floor litter, declines in plant species richness, and the development of monotypic stands of Carex pensylvanica. However, the impact of exotic earthworms on the regeneration of trees and understory plants is largely unknown. We examined the relationships between earthworm density, plant species richness, leaf litter accumulation, number of tree (Acer) seedlings, and cover of C. pensylvanica at 14 sites in mesic hardwood forests of the Chequamegon-Nicolet National Forest in northern Wisconsin. Earthworm biomass, especially of the genera Lumbricus, Aporrectodea, and Octolasion was negatively associated with leaf litter mass and number of Acer seedlings. Nine plant species, including two spring ephemerals (Dicentra cucullaria and Osmorhiza claytonii), a sedge (Carex deweyana), and an invasive mint (Galeopsis tetrahit) were negatively correlated with exotic earthworm densities. Dtyopteris intermedia and Allium tricoccum, on the other hand, were associated with high earthworm densities. The activities of exotic earthworms appear to have significant impacts on Acer regeneration and the persistence of many herbaceous plants. Our findings suggest that the effects of exotic earthworms on litter mass are strongly related to the observed effects on species composition. Sensitive species can be used as indicators of high and low earthworm densities and might be useful for identifying forests of high conservation value where future invasions of exotic earthworms should be prevented.","FOREST ECOLOGY AND MANAGEMENT ","en",2009,"Sep","USA","USA","10.1016/j.foreco.2009513","http://dx.doi.org/10.1016/j.foreco.2009.05.013","10.1111/gcb.13446","USA","Chequamegon-Nicolet National Forest in Vilas, Forest, and Oconto Counties, Wisconsin.","Acer saccharum;Earthworm invasion;Invasive species;Indicator species;Northern hardwood forest","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Global diversity of drought tolerance and grassland climate-change resilience.","Joseph M. Craine","Joseph E. Fargione","Drought reduces plant productivity, induces widespread plant mortality and limits the geographic distribution of plant species(1-7). As climates warm and precipitation patterns shift in the future(8,9), understanding the distribution of the diversity of plant drought tolerance is central to predicting future ecosystem function and resilience to climate change(10-12). These questions are especially pressing for the world's 11,000 grass species(13), which dominate a large fraction of the terrestrial biosphere(14), yet are poorly characterized with respect to responses to drought. Here, we show that physiological drought tolerance, which varied tenfold among 426 grass species, is well distributed both climatically and phylogenetically, suggesting most native grasslands are likely to contain a high diversity of drought tolerance. Consequently, local species may help maintain ecosystem functioning in response to changing drought regimes without requiring long-distance migrations of grass species. Furthermore, physiologically drought-tolerant species had higher rates of water and carbon dioxide exchange than intolerant species, indicating that severe droughts may generate legacies for ecosystem functioning. In all, our findings suggest that diverse grasslands throughout the globe have the potential to be resilient to drought in the face of climate change through the local expansion of drought-tolerant species.","NATURE CLIMATE CHANGE ","en",2013,"Jan","USA","USA","10.1038/nclimate1634","http://dx.doi.org/10.1038/nclimate1634","10.1111/gcb.13446","USA","N/A","Climate-change ecology;Drought;Grassland ecology ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Single and interactive effects of deer and earth worms on non-native plants.","Andrea Dávalos","Bernd Blossey","Understanding drivers of plant invasions is essential to predict and successfully manage invasions. Across forests in North America, increased white-tailed deer (Odocoileus virginianus) abundance and non-native earthworms may facilitate non-native plant invasions. While each agent may exert independent effects, earthworms and deer often co-occur and their combined effects are difficult to predict based solely on knowledge of their individual effects. Using a network of twelve forested sites that differ in earthworm density, we evaluated deer exclusion effects (30 × 30 m; with an adjacent similar sized unfenced control plot) on cover, growth and reproduction of three non-native plant species: Alliaria petiolata, Berberis thunbergii and Microstegium vimineum. In addition, we assessed interactive effects of deer exclusion and earthworm invasions on B. thunbergii ring-growth. Five years after fence construction, A. petiolata frequency and density, B. thunbergii height, and M. vimineum cover were all significantly lower in fenced compared to open plots. In addition, B. thunbergii ring-growth was significantly lower in fenced compared to open plots, and ring-growth was positively correlated with earthworm density. Moreover, deer access and earthworm density synergistically interacted resulting in highest B. thunbergii ring-growth in open plots at sites with higher earthworm density. Results indicate facilitative effects of deer on non-native plant species and highlight the importance of understanding interactions among co-occurring factors in order to understand non-native species success. Successful long-term control of invasive plants may require a reduction in deer abundance, rather than just removing invasive plant species.","FOREST ECOLOGY AND MANAGEMENT ","en",2015,"Apr","USA","USA","10.1016/j.foreco.2015426","https://doi.org/10.1016/j.foreco.2015.04.026","10.1111/gcb.13446","USA","US Army Garrison West Point, New York","Alliaria petiolata;Berberis thunbergii;Dendroecology;Earthworm invasion;Microstegium vimineum;White-tailed deer","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Linking aboveground and belowground diversity.","Gerlinde B De Deyn ","Wim H van der Putten ","Aboveground and belowground species interactions drive ecosystem properties at the local scale, but it is unclear how these relationships scale-up to regional and global scales. Here, we discuss our current knowledge of aboveground and belowground diversity links from a global to a local scale. Global diversity peaks towards the Equator for large, aboveground organisms, but not for small (mainly belowground) organisms, suggesting that there are size-related biodiversity gradients in global aboveground-belowground linkages. The generalization of aboveground-belowground diversity relationships, and their role in ecosystem functioning, requires surveys at scales that are relevant to the organisms and ecosystem properties. Habitat sizes and diversity gradients can differ significantly between aboveground and belowground organisms and between ecosystems. These gradients in biodiversity and plant community trait perception need to be acknowledged when studying aboveground-belowground biodiversity linkages.","TRENDS IN ECOLOGY & EVOLUTION ","en",2005,"Nov","The Netherlands","The Netherlands","10.1515/9781400847297.105","http://dx.doi.org/10.1515/9781400847297.105","10.1111/gcb.13446","Worldwide (terrestrial ecosystem)","Various","Keywords + : MYCORRHIZAL FUNGAL DIVERSITY;COMMUNITY COMPOSITION;SPECIES-DIVERSITY;PLANT-COMMUNITIES;INSECT HERBIVORY;SOIL COMMUNITY;BIODIVERSITY;GRASSLAND SCALE;ECOLOGY ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworm invasion, white-tailed deer and seedling establishment in deciduous forests of north-eastern North America.","Annise Dobson","Bernd Blossey","Earthworm invasions and high deer populations are among many stressors threatening long‐term population viability of forest understorey plants in north‐eastern North America. Stressor effects are typically tested one at a time; however, stressors often co‐occur and plants respond to effects of multiple stressors simultaneously.We used a factorial design to test independent and combined effects of non‐native earthworms and native white‐tailed deer on survival of seedling transplants of 15 native understorey plants in five forests in New York State.Earthworm biomass was negatively correlated with survival of 12 of 15 species. We found no interactive effect of deer and earthworms, but did find a positive, non‐consumptive effect of deer on Geranium maculatum and Polygonum virginianum survival.Deer and earthworm presence/absence indirectly influenced other trophic levels: earthworm presence increased the likelihood of insect attack, and deer exclusion increased the likelihood of rodent disturbance of transplants.Synthesis. Invasive earthworms negatively affected seedling survival of many understorey plants, including species previously thought to benefit from earthworm associations. This effect was a function of earthworm biomass, a surrogate for earthworm activity. We expect deer herbivory to increase in importance, including indirect effects, as seedlings grow into browse height over the next years. Investigations of co‐occurring stressors can result in ‘ecological surprises’ including previously overlooked non‐consumptive effects or effects on other trophic levels.","Journal of Ecology","en",2015,"Jan","USA","USA","10.1111/1365-2745.12350","http://dx.doi.org/10.1111/1365-2745.12350","10.1111/gcb.13446","USA","Tompkins and Tioga counties in the Finger Lakes Region of New York State","conservation;deciduous forests;indirect effects;invasion ecology;invasive species;multiple stressors;plant-soil below-ground interactions;seedling establishment","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Assemblage time series reveal biodiversity change but not systematic loss.","Maria Dornelas","Anne E. Magurran","The extent to which biodiversity change in local assemblages contributes to global biodiversity loss is poorly understood. We analyzed 100 time series from biomes across Earth to ask how diversity within assemblages is changing through time. We quantified patterns of temporal α diversity, measured as change in local diversity, and temporal β diversity, measured as change in community composition. Contrary to our expectations, we did not detect systematic loss of α diversity. However, community composition changed systematically through time, in excess of predictions from null models. Heterogeneous rates of environmental change, species range shifts associated with climate change, and biotic homogenization may explain the different patterns of temporal α and β diversity. Monitoring and understanding change in species composition should be a conservation priority.","Science","en",2014,"Apr","UK","UK","10.3410/f.718355162.793494965","http://dx.doi.org/10.3410/f.718355162.793494965","10.1111/gcb.13446","Worldwide (100 time series from biomes across Earth)","Various","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Non-native anecic earthworms (Lumbricus terrestris L.) reduce seed germination and seedling survival of temperate and boreal trees species.","Mélanie Drouin","Joann Whalen","Recent studies have shown that the introduction of non-native earthworms in previously earthworm-free soils may have negative impacts on the recruitment of certain understory plant species in northern temperate forests. There is a need, therefore, to understand the mechanisms that may underlie this phenomenon. A microcosm study was conducted to test the effects of the anecic earthworm, Lumbricus terrestris L, on the number of days for germination, % seed germination, seedling survival and seedling biomass of 14 tree species native to southern Quebec (Canada). Seeds of these species were germinated and grown in the presence or absence of L terrestris. The presence of earthworms significantly reduced % seed germination of seven tree species, as well as seedling survival of three tree species. The germination date of three tree species was significantly affected, either positively or negatively, by the presence of earthworms. Earthworms had no effect on seedling biomass. Results suggest that the introduction of L. terrestris into forested ecosystems of southern Quebec may potentially alter overstory composition through several mechanisms that differentially affect the recruitment of various tree species in the understory.","APPLIED SOIL ECOLOGY","en",2014,"Mar","Canada","Canada","10.1016/j.apsoil.2013.1106","https://doi.org/10.1016/j.apsoil.2013.11.006","10.1111/gcb.13446","Canada","near the town of Windsor","Lumbricus terrestris;Northern temperate and boreal tree species;Seed germination;Seedling survival","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Ecosystem consequences of biological invasions.","Ehrenfeld, Joan G.","Ehrenfeld, Joan G.","Exotic species affect the biogeochemical pools and fluxes of materials and energy, thereby altering the fundamental structure and function of their ecosystems Rapidly accumulating evidence from many species of both animal and plant invaders suggests that invasive species often Increase pool sizes, particularly of biomass, and promote accelerated flux rates, but many exceptions can be found Ecosystem dynamics are altered through a variety of interacting, mutually reinforcing mechanistic pathways, including species' resource acquisition traits, population densities, ability to engineer changes to physical environmental conditions, effects on disturbance, especially fire, regimes, the ability to structure habitat for other species, and their impact on food webs Local factors of landscape setting, history, and other sources of disturbance constrain ecosystem responses to invasions New research directions are suggested, including the need for whole-system budgets, the quantification of abundance-impact relationships for particular ecosystem processes, and a better exploration of food web impacts on ecosystem processes","ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS","en",2010,"Jul","USA","USA","10.1007/s10530-008-9275-5","http://dx.doi.org/10.1007/s10530-008-9275-5","10.1111/gcb.13446","Worldwide ","Various","biogeochemistry;ecosystem engineers;functional traits;nutrients transformers","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
