"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"Non-native earthworms in riparian soils increase nitrogen flux into adjacent aquatic ecosystems.","David M. Costello","Gary A. Lamberti","Riparian zones are an important transition between terrestrial and aquatic ecosystems, and they function in nutrient cycling and removal. Non-native earthworms invading earthworm-free areas of North America can affect nutrient cycling in upland soils and have the potential to affect it in riparian soils. We examined how the presence of earthworms can affect riparian nutrient cycling and nutrient delivery to streams. Two mesocosm experiments were conducted to determine how (1) the biomass of earthworms and (2) earthworm species can affect nutrient flux from riparian zones to nearby streams and how this flux can affect streamwater nutrients and periphyton growth. In separate experiments, riparian soil cores were amended with one of four mixed earthworm biomasses (0, 4, 10, or 23 g m⁻² ash-free dry mass) or with one of three earthworm species (Aporrectodea caliginosa, Lumbricus terrestris, L. rubellus) or no earthworm species. Riparian soil cores were coupled to artificial streams, and over a 36-day period, we measured nutrient leaching rates, in-stream nutrient concentrations, and periphyton growth. Ammonium leaching increased with increasing biomass and was greatest from the A. caliginosa treatments. Nitrate leaching increased through time and increased at a greater rate with higher biomass and from cores containing A. caliginosa. We suggest that the overall response of increased nitrate leaching [90% of total nitrogen (N)] was due to a combination of ammonium excretion and burrowing by earthworms, which increased nitrification rates. During both experiments, periphyton biomass increased through time but did not differ across treatments despite high in-stream inorganic N. Through time, in-stream phosphorus (P) concentration declined to &lt;5 µg l⁻¹, and periphyton growth was likely P-limited. We conclude that activities of non-native earthworms (particularly A. caliginosa) can alter biogeochemical cycling in riparian zones, potentially reducing the N-buffering capacity of riparian zones and altering stoichiometric relationships in adjacent aquatic ecosystems.","OECOLOGIA","en",2008,"Dec","USA","USA","10.1007/s00442-008-1149-0","http://dx.doi.org/10.1007/s00442-008-1149-0","10.1002/ecy.2936","USA","Upper Peninsula of Michigan","Invasive species;Lumbricidae;Nitrate;Nitrification;Stream productivity ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Invasion of exotic earthworms into ecosystems inhabited by native earthworms.","P. F. Hendrix","X. Zou","The most conspicuous biological invasions in terrestrial ecosystems have been by exotic plants, insects and vertebrates. Invasions by exotic earthworms, although not as well studied, may be increasing with global commerce in agriculture, waste management and bioremediation. A number of cases has documented where invasive earthworms have caused significant changes in soil profiles, nutrient and organic matter dynamics, other soil organisms or plant communities. Most of these cases are in areas that have been disturbed (e.g., agricultural systems) or were previously devoid of earthworms (e.g., north of Pleistocene glacial margins). It is not clear that such effects are common in ecosystems inhabited by native earthworms, especially where soils are undisturbed. We explore the idea that indigenous earthworm fauna and/or characteristics of their native habitats may resist invasion by exotic earthworms and thereby reduce the impact of exotic species on soil processes. We review data and case studies from temperate and tropical regions to test this idea. Specifically, we address the following questions: Is disturbance a prerequisite to invasion by exotic earthworms? What are the mechanisms by which exotic earthworms may succeed or fail to invade habitats occupied by native earthworms? Potential mechanisms could include (1) intensity of propagule pressure (how frequently and at what densities have exotic species been introduced and has there been adequate time for proliferation?); (2) degree of habitat matching (once introduced, are exotic species faced with unsuitable habitat conditions, unavailable resources, or unsuited feeding strategies?); and (3) degree of biotic resistance (after introduction into an otherwise suitable habitat, are exotic species exposed to biological barriers such as predation or parasitism, ‘‘unfamiliar’’ microflora, or competition by resident native species?). Once established, do exotic species coexist with native species, or are the natives eventually excluded? Do exotic species impact soil processes differently in the presence or absence of native species? We conclude that (1) exotic earthworms do invade ecosystems inhabited by indigenous earthworms, even in the absence of obvious disturbance; (2) competitive exclusion of native earthworms by exotic earthworms is not easily demonstrated and, in fact, co-existence of native and exotic species appears to be common, even if transient; and (3) resistance to exotic earthworm invasions, if it occurs, may be more a function of physical and chemical characteristics of a habitat than of biological interactions between native and exotic earthworms.  ","Biological Invasions","en",2006,"Sep","Georgia","China","10.1007/978-1-4020-5429-7_9","http://dx.doi.org/10.1007/978-1-4020-5429-7_9","10.1002/ecy.2936","USA","N/A","native earthworms;exotic earthworms;biological invasions;disturbance;competition ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Pandora's box contained bait: the global problem of introduced earthworms.","Paul F. Hendrix","Weixin Zhang","Introduced exotic earthworms now occur in every biogeographic region in all but the driest or coldest habitat types on Earth. The global distribution of a few species (e.g., Pontoscolex corethrurus) was noted by early naturalists, but now approximately 120 such peregrine species are recognized to be widespread from regional to global scales, mainly via human activities. Species adapted to human transport and to colonization of disturbed habitats are most widespread and are the principal invasive species. We identify a number of endogenous and exogenous factors that may contribute to the successful establishment and spread of peregrine species. Quantification of these factors may help to determine why certain species become invasive while others do not. Recent advances in theory and modeling of biological invasions and in molecular techniques should prove fruitful in improving our understanding of invasive earthworms, as well as in predicting their impacts on ecosystems.","Annual Review of Ecology Evolution and Systematics","en",2008,"Oct","Georgia","China","10.1146/annurev.ecolsys.39.110707.173426","http://dx.doi.org/10.1146/annurev.ecolsys.39.110707.173426","10.1002/ecy.2936","Worldwide","Various","biological invasions;exotic species;oligochaete biogeography;soil fauna ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Gross nitrogen mineralisation and fungi-to-bacteria ratios are negatively correlated in boreal forests.","Mona N. Högberg","Peter Högberg","In terrestrial ecosystems, gross nitrogen mineralisation is positively correlated to microbial biomass but negatively to soil organic matter C-to-N ratios; the influence of the microbial community structure is less well known. Here, we relate rates of gross N mineralisation to fungi-to-bacteria ratios in three natural forest types of contrasting N availability and in a long-term N-loading experiment in a boreal forest. We report, for the first time, a strong negative correlation between gross N mineralisation and the fungi-to-bacteria ratio ( R²adj= 0.91, P = 0.0005, N = 7). There was also a negative correlation between gross N mineralisation and the C-to-N ratio (R²adj = 0.89, P = 0.001, N = 7), but a weaker positive correlation between gross N mineralisation and soil pH ( R²adj= 0.64, P = 0.019, N = 7). Our analysis suggests that soil fungi-to-bacteria and C-to-N ratios are interrelated and that they exert strong influences on soil N cycling in boreal forests.","Biology and fertility of soils ","en",2007,"Dec","Sweden","Sweden","10.1007/s00374-007-0215-9","http://dx.doi.org/10.1007/s00374-007-0215-9","10.1002/ecy.2936","Sweden","Betsele","boreal forest;C-to-N ratio;fungi-to-bacteria ratio;gross nitrogen mineralisation;pH ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Influence of invasive earthworms on above and belowground vegetation in a northern hardwood forest.","Kristine N. Hopfensperger","Timothy J. Fahey","Scientists are beginning to have a firm grasp on the dramatic influence invasive earthworms can have on nutrient cycling in northern hardwood forests, yet a concrete understanding of their effects on plant communities is still needed. Towards this effort, we examined both the above and belowground plant communities, along with soil organic matter, pH, texture and light in Arnot Forest located in south central New York. Two transects were aligned parallel to previously defined gradients of earthworm density and were sampled in the spring and summer of 2008. We found plots codominated by multiple earthworm species decreased belowground seed abundance and species richness. Aboveground plant cover and diversity along with soil organic matter was lower along the transect with multiple earthworm species. In addition, we found earthworm density increased with soil pH, but did not detect relationships with soil texture or light intensity. Our results were consistent with previous findings of earthworms negatively affecting aboveground plant communities and soil organic matter, and increasing pH. Our study demonstrates the potential for exotic earthworms to dramatically alter forest soil seed banks; however, future research is needed to investigate complexities of earthworm community dynamics (e.g., number and life form of earthworm species) and to tease apart mechanisms responsible for changes in the belowground plant community.","AMERICAN MIDLAND NATURALIST","en",2011,"Jan","USA","USA","10.1674/0003-0031-166.1.53","http://dx.doi.org/10.1674/0003-0031-166.1.53","10.1002/ecy.2936","USA","Arnot forest, New York","SEED-BANK;MICROBIAL BIOMASS;STANDING VEGETATION;SOIL;TEMPERATE;COLONIZATION;CONSEQUENCES;MORPHOLOGY;DYNAMICS;PATTERNS (keywords+)","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Publication and related biases.","Michael D. Jennions","Hannah R. Rothstein","This chapter discusses the increased occurrence of publication bias in the scientific literature. Publication bias is associated with the inaccurate representation of the merit of a hypothesis or idea. A strict definition is that it occurs when the published literature reports results that systematically differ from those of all studies and statistical tests conducted; the result is that false conclusions are drawn. The chapter presents five main approaches used to either detect potential narrow sense publication bias or assess how sensitive the results of a meta-analysis are to the possible exclusion. These include funnel plots, tests for relationships between effect size and sample size using nonparametric correlation or regression, trim and fill method, fail-safe numbers, and model selection.","Individual book","en",2013,"Apr","Australia","USA","10.23943/princeton/978069113728503014","https://asu.elsevierpure.com/en/publications/publication-and-related-biases","10.1002/ecy.2936","USA","N/A","General Mathematics","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Resource stoichiometry and availability modulate species richness and biomass of tropical litter macro-invertebrates.","Malte Jochum","Ulrich Brose","High biodiversity and biomass of soil communities are crucial for litter decomposition in terrestrial ecosystems such as tropical forests. However, the leaf litter that these communities consume is of particularly poor quality as indicated by elemental stoichiometry. The impact of resource quantity, quality and other habitat parameters on species richness and biomass of consumer communities is often studied in isolation, although much can be learned from simultaneously studying both community characteristics.Using a dataset of 780 macro‐invertebrate consumer species across 32 sites in tropical lowland rain forest and agricultural systems on Sumatra, Indonesia, we investigated the effects of basal resource stoichiometry (C:X ratios of N, P, K, Ca, Mg, Na, S in local leaf litter), litter mass (basal resource quantity and habitat space), plant species richness (surrogate for litter habitat heterogeneity), and soil pH (acidity) on consumer species richness and biomass across different consumer groups (i.e. 3 feeding guilds and 10 selected taxonomic groups).In order to distinguish the most important predictors of consumer species richness and biomass, we applied a standardised model averaging approach investigating the effects of basal resource stoichiometry, litter mass, plant species richness and soil pH on both consumer community characteristics. This standardised approach enabled us to identify differences and similarities in the magnitude and importance of such effects on consumer species richness and biomass.Across consumer groups, we found litter mass to be the most important predictor of both species richness and biomass. Resource stoichiometry had a more pronounced impact on consumer species richness than on their biomass. As expected, taxonomic groups differed in which resource and habitat parameters (basal resource stoichiometry, litter mass, plant species richness and pH) were most important for modulating their community characteristics.The importance of litter mass for both species richness and biomass indicates that these tropical consumers strongly depend on habitat space and resource availability. Our study supports previous theoretical work indicating that consumer species richness is jointly influenced by resource availability and the balanced supply of multiple chemical elements in their resources.","Journal of animal ecology","en",2017,"Sep","Germany","Germany","10.1111/1365-2656.12695","http://dx.doi.org/10.1111/1365-2656.12695","10.1002/ecy.2936","Indonesia ","Sumatra","consumer biomass;consumer species richnes;sconsumer-resource interaction;ecological stoichiometry;elemental ratios;model averaging ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Biogeochemistry and the structure of tropical brown food webs.","Michael Kaspari","Stephen P. Yanoviak","Litter invertebrates are notoriously patchy at small scales. Here we show that the abundance of 10 litter taxa also varies 100‐fold at landscape and regional scales across 26 forest stands in Peru and Panama. We contrast three hypotheses that link gradients of abundance to ecosystem biogeochemistry. Of 14 factors considered (12 chemical elements, plus fiber and litter depth), four best predicted the abundance of litter invertebrates. In the Secondary Productivity Hypothesis, phosphorus limits abundance via the conversion of detritus to microbial biomass. Two of four microbivore taxa, collembola and isopods, increased with the percentage of P (%P) of decomposing litter. However, percentage of S (correlated with %P) best predicted the abundance of collembola, oribatids, and diplopods (2= 0.38, 0.33, 0.21, respectively). In the Structural Elements Hypotheses, N and Ca limit the abundance of silk‐spinning and calcareous taxa, respectively. Mesostigmatids, pseudoscorpions, and spiders, all known to make silk, each increased with percentage of N of litter (2= 0.22, 0.31, 0.26, respectively). Calcareous isopods, but not diplopods, increased with percentage of Ca of litter (2= 0.59). In the Ecosystem Size Hypothesis, top predators are limited by available space. The abundance of the three remaining predators, chilopods, staphylinids, and ants, increased with litter depth (2= 0.31, 0.74, 0.69, respectively), and food webs from forests with deeper litter supported a higher ratio of predators to microbivores. These results suggest that biogeochemical gradients can provide a mechanism, through stoichiometry and trophic theory, shaping the geography of community structure.","Ecology ","en",2009,"Dec","USA","USA","10.1890/08-1795.1","http://dx.doi.org/10.1890/08-1795.1","10.1002/ecy.2936","Panama / Peru","Forests / Loreto province (Peru)","calcium decomposition;ecosystem size;invertebrates;litter;nitrogen;phosphorus;stoichiometry;trophic structure;tropical forests ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Consumption of leaf litter by Lumbricus terrestris (Oligochaeta) on a Michigan woodland floodplain.","Wesley G. Knollenberg","Daniel L. Lawson","The consumption rate of leaf litter by Lumbricus terrestris (Oligochaeta) was studied from April through May 1981, on a Michigan woodland floodplain. Feeding chambers containing earthworms and leaf litter, which excluded soil microfauna, were placed on the floodplain. After 4 weeks, earthworms consumed leaves equivalent in amount to 93.8% of the total annual leaf fall. The mean consumption rate was 11.0 mg dry weight leaves g-1 live weight earthworms d-1 for a 4-week period with a maximum rate of 14.3 mg. The consumption rate of leaf litter by L. terrestris reported herein was similar to rates reported in other studies.","AMERICAN MIDLAND NATURALIST","en",1985,"Jan","USA","USA","10.2307/2425341","http://dx.doi.org/10.2307/2425341","10.1002/ecy.2936","USA","Michigan floodplain","N/A","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Effect of the endogeic earthworm Aporrectodea tuberculata on aggregation and carbon redistribution in uninvaded forest soil columns.","Meghan E. Knowles","Josef H. Görres","The long-term impact of earthworm presence on soil carbon (C) dynamics of previously uninhabited northeastern forests is still largely unknown. Currently, earthworm presence is understood to both enhance soil respiration and create stable microaggregates, processes assumed to have conflicting effects on long term C storage. To date, studies investigating earthworm-created microaggregates and occluded C have rarely been done in undisturbed forest soils. A paired mesocosm study (n = 5) was conducted investigating the impact of the endogeic earthworm species Aporrectodea tuberculata on the physical proportion of microaggregates and the associated mineral soil C of a minimally disturbed forest soil. Pairs analyzed after 4 weeks of incubation demonstrated no significant aggregate effects. At 4 months, paired cores with earthworms (WW) showed a 67% increase in large macroaggregates (2000 μm diameter, lgMA), compared to cores without earthworms (NW). While distribution shifted among various microaggregate pools (free and occluded within macroaggregates), the net proportion of microaggregates in the soil (dry weight basis) was unaltered. After 4 months, the mineral soil of WW cores had an average of 60% more C than the NW cores due to the relocation of the forest floor. The C associated with the microaggregate fractions increased an average of 56%. Of this increase in C, 95% was accounted for by the microaggregates occluded within the lgMA fraction, a fraction that was almost 4 times greater in the WW cores. Over 50% of the C relocated into the mineral soil was associated with the physically protected microaggregate fractions, indicating that though this species of earthworm did not alter the proportion of microaggregates in these soils, they occluded a substantial proportion of C within those physical fractions. In this particular forest soil, the actions of Aporrectodea tuberculata increased the physically protected C pool through microaggregate restructuring and C enrichment.","Soil Biology and Biochemistry","en",2016,"Sep","USA","USA","10.1016/j.soilbio.2016616","https://doi.org/10.1016/j.soilbio.2016.06.016","10.1002/ecy.2936","USA","Bristol ","Earthworms;Carbon dynamics;Soil aggregation;Microaggregates;Forest soil ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Uses and misuses of meta-analysis in plant ecology.","Julia Koricheva","Jessica Gurevitch","The number of published meta‐analyses in plant ecology has increased greatly over the last two decades. Meta‐analysis has made a significant contribution to the field, allowing review of evidence for various ecological hypotheses and theories, estimation of effects of major environmental drivers (climate change, habitat fragmentation, invasive species, air pollution), assessment of management and conservation strategies, and comparison of effects across different temporal and spatial scales, taxa and ecosystems, as well as research gap identification.We identified 322 meta‐analyses published in the field of plant ecology between 1996 and 2013 in 95 different journals and assessed their methodological and reporting quality according to standard criteria. Despite significant recent developments in the methodology of meta‐analysis, the quality of published meta‐analyses was uneven and showed little improvement over time.We found many cases of imprecise and inaccurate usage of the term ‘meta‐analysis’ in plant ecology, particularly confusion between meta‐analysis and vote counting and incorrect application of statistical techniques designed for primary studies to meta‐analytical data, without recognition of the violation of statistical assumptions of the analyses.Methodological issues for meta‐analyses in plant ecology include incomplete reporting of search strategy used to retrieve primary studies, failure to test for possible publication bias and to conduct sensitivity analysis to test the robustness of the results, as well as lack of availability of the data set used for the analyses.The use of meta‐analysis is particularly common in community ecology, ecophysiology and ecosystem ecology, but meta‐analyses in ecophysiology are more likely not to meet standard quality criteria than papers in other subdisciplines. Fewer meta‐analyses have been conducted in plant population ecology.Synthesis. Over the past two decades, plant ecologists have embraced meta‐analysis as a statistical tool to combine results across studies, and much has been learned as a result. However, as the popularity and usage of meta‐analysis in the field of plant ecology has grown, establishment of quality standards, as has been done in other disciplines, becomes increasingly important. In order to improve the quality of future meta‐analyses in plant ecology, we suggest adoption of a checklist of quality criteria for meta‐analysis for use by research synthesists, peer reviewers and journal editors.","Journal of Ecology","en",2014,"Jul","UK","USA","10.1111/1365-2745.12224","http://dx.doi.org/10.1111/1365-2745.12224","10.1002/ecy.2936","Not relevant (322 meta-analyses)","Not relevant (322 meta-analyses)","ecophysiology;meta-analysis;methodological quality;plant ecology;research synthesis;systematic review;vote counting ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Handbook of meta-analysis in ecology and evolution.","Vetter Daniela","Vetter Daniela","Meta-analysis is a powerful statistical methodology for synthesizing research evidence across independent studies. This is the first comprehensive handbook of meta-analysis written specifically for ecologists and evolutionary biologists, and it provides an invaluable introduction for beginners as well as an up-to-date guide for experienced meta-analysts. The chapters walk readers through every step of meta-analysis, from problem formulation to the presentation of the results. The book identifies both the advantages of using meta-analysis for research synthesis and the potential pitfalls and limitations of meta-analysis (including when it should not be used). Different approaches to carrying out a meta-analysis are described, and include moment and least-square, maximum likelihood, and Bayesian approaches, all illustrated using worked examples based on real biological datasets. The book is tailored to the biological sciences, and will provide an invaluable text for practitioners from graduate students and senior scientists to policymakers in conservation and environmental management.","QUARTERLY REVIEW OF BIOLOGY","en",2014,"Jan","Switzerland","Switzerland","10.23943/princeton/978069113728501001","https://doi.org/10.1016/j.soilbio.2004.07.035 ","10.1002/ecy.2936","USA","Glendale, Arizona","N/A","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Soil ecology. Springer Science Business Media.","Patrick Lavelle","Alister V. Spain","A number of excellent textbooks on general ecology are currently available but‚ to date‚ none have been dedicated to the study of soil ecology. This is important because the soil‚ as the ‘epidermis’ of our planet‚ is the major component of the terrestrial biosphere. In the present age‚ it is difficult to understand how one could be interested in general ecology without having some knowledge of the soil and further‚ to study the soil without taking into account its biological components and ecological setting. It is this deficiency that the two authors‚ Patrick Lavelle and Alister Spain‚ have wished to address in writing their text. A reading of this work‚ entitled ‘Soil Ecology’‚ shows it to be very complete and extremely innovative in its conceptual plan. In addition‚ it follows straightforwardly through a development which unfolds over four substantial chapters. Firstly‚ the authors consider the soil as a porous and finely divided medium of b- organomineral origin‚ whose physical structure and organisation foster the development of a multitude of specifically adapted organisms (microbial communities‚ roots of higher plants‚ macro-invertebrates). ","Book","en",2001,"Aug","France","Australia","10.1007/s00248-005-8001-4","https://link.springer.com/book/9789401752817 ","10.1002/ecy.2936","N/A","N/A","biodiversity;ecology;environment;soil;soil quality;sustainability  ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Effects of earthworms on soil organic matter and nutrient dynamics at a landscape scale over decades","Patrick Lavelle","Nicolas Bernier","This chapter synthesizes information on the effects of earthworms on soil systems at scales longer than 1 year, and earthworm behavior that may affect these processes is detailed.","Book : Earthworm ecology","en",2004,"Feb","France","France","10.1201/9781420039719.pt4","https://hal.science/hal-00497245/document","10.1002/ecy.2936","Ivory Coast / Peru","Lamto / Yarimaguas ","N/A","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Influence of nonnative earthworms on mycorrhizal colonization of sugar maple (Acer saccharum).","Beth Lawrence","Esteban R. Suárez"," •; Exotic earthworms can modify or eliminate surface organic (Oe/Oa) horizons in cold-temperate forest ecosystems and have profound effects on the forest soil environment, especially the rooting zone.;•; We examined the effects of earthworm colonization of northern hardwood forest soils on the abundance and morphology of mycorrhizal fungi associated with sugar maple ( Acer saccharum ). We compared mycorrhizal associations of areas of earthworm invasion with those of reference (no-worm) areas in Arnot Forest, central New York, USA.;•; The organic horizon in reference areas had higher mycorrhizal colonization rates and higher colonized root length than did surface layers in areas with active earthworm populations. Hyphal coils were more abundant and also formed a greater proportion of total fungal colonization in reference plots. Vesicles were more abundant and were a higher contribution to total colonization in earthworm plots, indicating a possible stress response to the presence of earthworms.;•; By affecting mycorrhizal colonization and morphology, earthworms may influence nutrient uptake capacity of dominant forest species. Our results suggest that a profound change in the mycorrhizal system will be one component of the potential ecosystem effects of invasion of new forest habitat by nonnative earthworms. ","New Phytologist","en",2002,"Dec","USA","USA","10.1046/j.1469-8137.20030649.x"," https://doi.org/10.1046/j.1469-8137.2003.00649.x ","10.1002/ecy.2936","USA","Cayuta, New York","mycorrhizas;arbuscular mycorrhizal (AM) fungi;earthworms;sugar maple (Acer saccharum);forest floor  ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Greenhouse-gas emissions from soils increased by earthworms.","Ingrid M. Lubbers","J.W. Groenigen","Earthworms play an essential part in determining the greenhouse-gas balance of soils worldwide, and their influence is expected to grow over the next decades. They are thought to stimulate carbon sequestration in soil aggregates, but also to increase emissions of the main greenhouse gases carbon dioxide and nitrous oxide. Hence, it remains highly controversial whether earthworms predominantly affect soils to act as a net source or sink of greenhouse gases. Here, we provide a quantitative review of the overall effect of earthworms on the soil greenhouse-gas balance. Our results suggest that although earthworms are largely beneficial to soil fertility, they increase net soil greenhouse-gas emissions.","Nature Climate Change ","en",2013,"Feb","The Netherlands ","The Netherlands","10.3410/f.718002379.793475379","http://dx.doi.org/10.3410/f.718002379.793475379","10.1002/ecy.2936","N/A","N/A","Biogeochemistry;Climate sciences ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Short-and long-term effects of the endogeic earthworm Millsonia anomala (Omodeo) (Megascolecidæ,Oligochaeta) of tropical savannas, on soil organic matter.","A. Martin","A. Martin","This study aimed to establish the effects of iMillsonia anomala/i, a tropical geophagous earthworm common in the humid savannas of Lamto (Ivory Coast), on soil organic matter dynamics over different time scales under laboratory conditions. The texture of casts produced by the worms fed on a shrub savanna soil was not significantly different from that of the soil, which showed that iM. anomala/i ingested soil particles without selection. Physical fractionation of soil organic matter showed that the coarse organic fraction (250–2000 μm) was depleted by 25–30% in fresh casts compared to the control noningested soil; this was mainly due to a fragmentation of coarse organic debris. Incubation of casts and a 2-mm sieved control soil under laboratory conditions for more than 1 year showed that the C mineralisation rate was almost four times lower in the casts (3% year-1) than in the control soil (11% year-1). We therefore concluded that on a long time scale iM. anomala/i populations may significantly reduce the decomposition rate of soil organic matter in Lamto savannas.","Biology and fertility of soils ","en",1991,"June","France","France","10.1007/bf00335774","http://dx.doi.org/10.1007/bf00335774","10.1002/ecy.2936","Ivory Coast","Lamto ","Geophagous tropical earthworm;Soil organic matter;Assimilation;Physical fractionation;Dynamics of organic matter;Tropical savannas;Millsonia anomala ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Plant diversity and ecosystem productivity: theoretical considerations.","David Tilman","Kendall T. Thomson","Ecosystem processes are thought to depend on both the number and  identity of the species present in an ecosystem, but mathematical  theory predicting this has been lacking. Here we present three simple  models of interspecific competitive interactions in communities  containing various numbers of randomly chosen species. All three models  predict that, on average, productivity increases asymptotically with  the original biodiversity of a community. The two models that address  plant nutrient competition also predict that ecosystem nutrient retention increases with biodiversity and that the effects of biodiversity on productivity and nutrient retention increase with interspecific differences in resource requirements. All three models show that both species identity and biodiversity simultaneously influence ecosystem functioning, but their relative importance varies greatly among the models. This theory reinforces recent experimental results and shows that effects of biodiversity on ecosystem functioning are predicted by well-known ecological processes.","Ecology ","en",1997,"Mar","USA","USA","10.1073/pnas.94.5.1857","http://dx.doi.org/10.1073/pnas.94.5.1857","10.1002/ecy.2936","N/A","N/A","Biodiversity;resource competition;soil fertility;nutrient use;retention ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Microbial respiration, biomass, biovolume and nutrient status in burrow walls of Lumbricus terrestris L. (Lumbricidae).","Alexei V. Tiunov","Stefan Scheu","Chemical characteristics and microbial activity were studied in burrow walls of the anecic earthworm species Lumbricus terrestris and in control soil of a lime (Tilia cordata), oak (Quercus robur) and beech (Fagus sylvatica) forest. Samples were taken in June and October at distances of 0–4 (drilosphere), 8–12 and 50–60 (control soil) mm from earthworm burrows. The following variables were measured: organic C, total N, moisture, pH, basal respiration, microbial biomass (SIR method), fungal and bacterial volume (epifluorescence microscopy) and nutrient (C, N and P) limitation of microbial growth. Organic C and total N contents increased in the burrow walls by factors of 1.8–3.5 and 1.3–2.2, respectively, compared to the control soil. The moisture content and pH (up to 1.2 units) was higher. Basal respiration, microbial biomass and bacterial volume in the drilosphere exceeded those in control soil significantly by factors of 3.7–9.1, 2.3–4.7 and 2.1–5.4, respectively. Changes in fungal volume with vicinity to burrows differed between forest sites. Fungal volume was increased significantly by factors of 1.9–3.4 in the earthworm burrow walls in the oak and beech forest, but was similar to that in control soil in the lime forest. Microbial growth in the control soil was limited by N in the oak forest and by N and P in the lime and beech forest. The nutrient status of the microflora changed little in vicinity to burrows. However, microbial N and P demand in earthworm burrow walls exceeded that in soil. The specific respiration (qO2) was increased and the growth response to nutrient additions was faster in the burrow walls suggesting that the microbial community in the burrow walls contains a larger fraction of metabolically-active microorganisms, adapted to continuous resource additions by earthworm faeces and mucus. Enrichment in organic matter, but also other mechanisms, particularly the activity of microbivorous soil animals, are presumably responsible for the formation of a specific microbial community in earthworm burrow walls. It is concluded that L. terrestris burrow walls are stable microhabitats which sustain a large and active microbial community and are likely to play an important role in the soil system by regulating microbial-mediated chemical processes.","Soil Biology and Biochemistry","en",1999,"Dec","Russia","Germany","10.1016/s0038-0717(99)00127-3","http://dx.doi.org/10.1016/s0038-0717(99)00127-3","10.1002/ecy.2936","Russia / Germany","Moscou / Göttingen","Earthworms;drilosphere;microorganisms;substrate induced respiration;limitation;nitrogen;phosphorus;forest ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
