"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"Belowground organism activities affect plant aboveground phenotype, inducing plant tolerance to parasites.","Manuel Blouin","Patrick Lavelle","Soil fauna activities are probably more important than currently acknowledged in determining individual plant response to stresses and overall plant diversity. Here we demonstrate that the positive effect of earthworms on rice could be the result of a systemic effect on plant physiology. Moreover, this effect could improve tolerance to stressors such as parasitic nematodes. In a controlled experiment, an 82% decrease in the production of infested plants was suppressed when earthworms were present. Earthworms had no direct effect on nematode population size. In their presence, however, root biomass was not affected by nematodes and the expected inhibition of photosynthesis was suppressed. In the leaves, the expression of three stress‐responsive genes (coding for lipoxygenase, phospholipase D and cysteine protease) was modulated by the presence of belowground invertebrate activities. We document conflicting systemic effects of parasitic nematodes and beneficial earthworms, although we cannot precisely identify the mechanism involved. These results reveal the importance of non‐trophic belowground/aboveground interactions for plant health and response to stresses.","Ecology letters","en",2005,"Feb","France","France","10.1111/j.1461-0248.20040711.x","https://doi.org/10.1111/j.1461-0248.2004.00711.x","10.1111/1365-2435.12969","Ivory Coast","N/A","belowground/aboveground interactions;cysteine protease;earthworm Millsonia anomala;gene expression;lipoxygenase;non-trophic  interactions;phospholipase D;photosynthesis;plant parasitic nematode Heterodera sacchari "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Interactive effects of functionally different earthworm species on aggregation and incorporation and decomposition of newly added residue carbon.","Heleen Bossuyt","Paul F. Hendrix","The interactive effects of two functionally different earthworm species (Aporrectodea caliginosa (endogeic species) and Lumbricus rubellus (epigeic species)) on the incorporation of fresh residue into large macroaggregates and formation of microaggregates within these large macroaggregates were investigated during a short-term laboratory experiment using C-13-labelled sorghum (Sorghum bicolor (L.) Moench) residues. Soil was collected from a long-term no-tillage agricultural field, crushed through a 250-mu m sieve and incubated under laboratory conditions. The following earthworm treatments were applied: (i) soil+ C-13-labelled residue+A. caliginosa; (ii) soil+ C-13-labelled residue+L. rubellus; (iii) Soil+ C-13-labelled residue+A. caliginosa+L. rubellus and; (iv) soil+ C-13-labelled residue. Two residue placement treatments (i.e. surface and incorporated) were superimposed on the earthworm treatments. Earthworms were added after 8 days of incubation. Aggregate size distribution and total C and C-13 were measured after 22 days. Microaggregates, fine inter-microaggregate particulate organic matter (inter-POM) and intra-microaggregate POM (intra-POM) were isolated from macroaggregates. Earthworms had a greater stimulating effect on the formation of large macroaggregates (> 2000 mu m) and microaggregates within large macroaggregates when residue was incorporated in the soil, especially in the presence of A. caliginosa. When residue was placed on the surface, residue-derived intra-POM C was highest when L. rubellus was present and significantly lower in the presence of A. caliginosa. Residue-derived inter-POM C was highest when a mix of both species was present. These results indicate that earthworm species differentially affect incorporation of fresh organic matter into stable microaggregates within macroaggregates, and that interactive effects of earthworm species might have important consequences for the incorporation and protection of C inside of microaggregates within macroaggregates especially when residues are placed on the soil surface. (c) 2005 Elsevier B.V. All rights reserved.","GEODERMA ","en",2006,"Jan","Belgium","USA","10.1016/j.geoderma.2005105","https://doi.org/10.1016/j.geoderma.2005.01.005","10.1111/1365-2435.12969","Greece","Horseshoe Bend, near Athens","carbon sequestration;earthworm;residue placement;species interactions;soil aggregation "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Interactions between earthworms and plant-parasitic nematodes.","Johnny Boyer","André Chabanne","Earthworms can ingest large amounts of soil and litter and thus many nematodes. Several studies have actually shown a decrease in nematode populations in the presence of earthworms. We studied interactions between earthworms (the tropical peregrine Pontoscolex corethrurus) and plant-parasitic nematodes (Heterodera sacchari and Pratylenchus zeae) in the laboratory.  In the presence of earthworms, we observed a significant decrease in populations of P. zeae in the rhizosphere of Oryza sativa after 6 weeks (1st generation), and 12 weeks (2nd generation), respectively, in comparison to a control with no earthworms. A parallel experiment with H. sacchari and P. corethrurus showed that H. sacchari cysts were ingested by earthworms with the soil, and the interaction between the gut and the gut contents of P. corethrurus and H. sacchari showed that i) populations of cysts had decreased 5 weeks (1st generation) after the start of the experiment, and ii) the total number of eggs and infesting larvae (J2 alive) had decreased. ","EUROPEAN JOURNAL OF SOIL BIOLOGY ","en",2013,"Nov-Dec","France","France","10.1016/j.ejsobi.2013.1004","https://doi.org/10.1016/j.ejsobi.2013.10.004","10.1111/1365-2435.12969","France","island of Reunion","Nematodes;Earthworms;Pontoscolex corethrurus;Pratylenchus zeae;Heterodera sacchari;Interactions "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"How earthworms affect plant growth: Burrowing into the mechanisms.","George G Brown"," C.A. Edwards ","Earthworm populations show a considerable amount of variability in time and space, with mean population densities and biomass ranging from fewer than 10 individuals and 1 g m–2, respectively, to more than 1000 individuals and 200 g m–2, respectively, under favorable conditions. However, within particular climatic zones, earthworm assemblages, with fairly characteristic species richness, composition, abundance, and biomass, can often be recognized in broadly different habitat types, such as coniferous forests, deciduous woodland, grassland, and arable land. There is a considerable volume of literature describing the earthworm communities of such habitats, and much of this was summarized by Lee (1985) and updated by Edwards and Bohlen (1996). There is also a considerable amount of information describing the influence of various environmental and management factors on earthworm populations, but in comparison with insects, for which the population ecology of 92many species has been subjected to quantitative analysis, earthworm population ecology is still largely at a descriptive stage. Population modeling has been used for particular purposes such as risk assessment (Baveco and De Roos 1996), but development of realistic models of field populations has been hindered by a lack of information on key life history parameters and the factors that influence them.","Earthworm Ecology","en",2004,"Mar","Brazil","England","10.1201/9781420039719-9","http://dx.doi.org/10.1201/9781420039719-9","10.1111/1365-2435.12969","Worldwide","Various","N/A"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Analysis of wheat resistance to the cereal aphid Sitobion avenae using electrical penetration graphs and flow charts combined with correspondence analysis.","Claudia M. Caillaud","J. P. Di Pietro","The behaviour of Sitobion avenae (F.) was compared on resistant wheat lines of Triticum monococcum (L.) and a susceptible variety of Triticum aestivum (L.). Firstly, stylet penetration activities were monitored with the Electrical Penetration Graph (EPG) technique and subsequently analysed using flow charts combined with correspondence analysis. Plant resistance was shown to be associated with repeated penetrations without access to either the xylem or the phloem, and with numerous failures in starting a sustained sap ingestion (as represented by pattern E2). Access to sieve elements of the phloem did not seem to be much affected on resistant plants but it took the aphid three times as long to produce a sap ingestion pattern when maintained on the resistant line T. monococcum n ° 44 (Tm44) as compared with aphids maintained on susceptible plants. As a result the total time spent in ingesting from sieve elements was reduced by 72% on Tm44. Secondly, direct observations of freely‐moving apterous adults were performed. Aphids did not discriminate between resistant and susceptible wheat during the first 30 min of access to test leaves, but only 4 out of 25 aphids were still probing after eight hours on resistant Tm44.The relevance of these results to possible location of the resistance factor(s) are discussed. Although detection of plant resistance before sieve elements are reached can not be rigorously excluded, the factors involved in T. monococcum resistance to S. avenae undoubtedly occur within the phloem vessels.","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA ","en",1995,"Apr","USA","France","10.1111/j.1570-7458.1995.tb01904.x","http://dx.doi.org/10.1111/j.1570-7458.1995.tb01904.x","10.1111/1365-2435.12969","N/A ","N/A","Homoptera sitobion avenae;triticum monococcum;resistance mechanisms;probing behaviour;electronic monitoring;flow charts;correspondence analysis"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The green peach aphid Myzus persicae perform better on pre-infested Chinese cabbage Brassica pekinensis by enhancing host plant nutritional quality","He-He Cao","Tong-Xian Liu","The green peach aphid, Myzus persicae Sulzer, is a notorious pest on vegetables, which often aggregates in high densities on crop leaves. In this study, we investigated whether M. persicae could suppress the resistance level of Chinese cabbage Brassica pekinensis. M. persicae performed better in terms of weight gain (~33% increase) and population growth (~110% increase) when feeding on previously infested (pre-infested) Chinese cabbage compared with those on non-infested plants. However, when given a choice, 64% of the aphids preferred to settle on non-infested leaves, while 29% of aphids chose pre-infested leaves that had a 2.9 times higher concentration of glucosinolates. Aphid feeding significantly enhanced the amino acid:sugar ratio of phloem sap and the absolute amino acid concentration in plant leaves. Aphid infestation significantly increased the expression levels of salicylic acid (SA) marker genes, while it had marginal effects on the expression of jasmonate marker genes. Exogenously applied SA or methyl jasmonate had no significant effects on M. persicae performance, although these chemicals increased glucosinolates concentration in plant leaves. M. persicae infestation increase amino acid:sugar ratio and activate plant defenses, but aphid performed better on pre-infested plants, suggesting that both nutrition and toxics should be considered in insect-plant interaction.","SCIENTIFIC REPORTS ","en",2016,"Feb","China","China","10.1038/srep21954","http://dx.doi.org/10.1038/srep21954","10.1111/1365-2435.12969","China","N/A","Keywords +: AMINO-ACID-COMPOSITION;ARABIDOPSIS-THALIANA;PHLOEM-SAP;GENE-EXPRESSION;SALICYLIC-ACID;JASMONIC ACID;DEFENSE;GLUCOSINOLATES;SENESCENCE;HERBIVORES"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Resource availability and plant antiherbivore defense.","Phyllis D. Coley","F. Stuart Chapin","The degree of herbivory and the effectiveness of defenses varies widely among plant species. Resource availability in the environment is proposed as the major determinant of both the amount and type of plant defense. When resources are limited, plants with inherently slow growth are favored over those with fast growth rates; slow rates in turn favor large investments in antiherbivore defenses. Leaf lifetime, also determined by resource availability, affects the relative advantages of defenses with different turnover rates. Relative limitation of different resources also constrains the types of defenses. The proposals are compared with other theories on the evolution of plant defenses.","Science","en",1985,"Nov","USA","USA","10.1126/science.230.4728.895","http://dx.doi.org/10.1126/science.230.4728.895","10.1111/1365-2435.12969","Worldwide","Various","N/A"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Soil animals and pedogenesis: The role of earthworms in anthropogenic soils.","Luis Cunha","Peter Kille","The role of earthworms as one of the most important groups of ecosystem engineers in human-modified and natural environments has been increasingly recognized only during the last 30 years, yet earthworms and humans have been acting together in building landscapes for millennia. This relationship is well represented in the pre-Columbian raised fields, in flood-prone savannas around the rim of Amazonia, but also by the potentially significant role of earthworms in the formation and resilience of Amazonian Dark Earths. Through the bioturbating action of earthworms, soil is biologically, chemically, and physically altered; nutrients are translocated; organic matter is decomposed and transformed; and the surrounding biota interacts as a large orchestra where the soil musicians play together on the various instruments but where earthworms take a leading role, enhancing microbial activity and generally stimulating plant growth. In this article, we assess the remarkable role of earthworms at the center of soil pedogenetic processes within anthropogenic landscapes, dissecting their functions with a special focus on Amazonian Dark Earths.","Soil Science ","en",2016,"Apr","Portugal ","Colombia","10.1097/SS.0000000000000144","http://dx.doi.org/10.1097/ss000000000000144","10.1111/1365-2435.12969","Brazil","Amazonia","Amazonia;Amazonian Dark Earths;bioturbation;earthworms;nutrient cycling;soil formation"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The feeding ecology of earthworms – A review. ","James P. Curry","Olaf Schmidt","Current knowledge of earthworm feeding ecology is reviewed, with particular reference to food selection, ingestion, digestion and assimilation, and the use of novel techniques to advance understanding of the functional significance of these processes.  Traditional research methods including direct observation of feeding behaviour, gut content analysis, choice tests, and litter bags have provided a wealth of information on earthworm feeding. However, there is a lack of the mechanistic, quantitative information required to characterise adequately their functional role in soil ecosystem processes such as soil C sequestration and loss, decomposition of organic residues, the maintenance of soil structure and trophic interactions with plants and microorganisms.  Stable isotope ratio analysis of light elements (C, N, and S) offers a powerful research tool to reveal and quantify trophic relationships of earthworms in soil food webs, while molecular techniques can further enhance understanding of the interactions between earthworms and microorganisms and their functional significance.","Pedobiologia","en",2007,"Jan","Ireland","Ireland","10.1016/j.pedobi.2006901","https://doi.org/10.1016/j.pedobi.2006.09.001","10.1111/1365-2435.12969","N/A ","N/A ","oligochaeta;food preferences;ingestion;assimilation;earthworm;microbial interactions;stable isotopes"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Competition and resource-mediated tradeoffs between growth and defensive chemistry in trembling aspen (Populus tremuloides).","Jack R. Donaldson","Richard L. Lindroth",";•; Costs of defense are thought to maintain genetic variations in the expression of defense within plant populations. As with many plant species, aspen exhibits considerable variation in allocation to secondary metabolites. This study examined the independent and interactive effects of genotype, soil fertility and belowground competition on defensive chemistry and growth in trembling aspen (Populus tremuloides).;•; Four aspen genotypes were grown with high and low soil fertility, and with and without root competition. Physiological, morphological and allocational determinants of growth were measured to identify growth–defense tradeoffs.;•; Nutrient limitation and competition decreased growth, leaf mass ratio, leaf nitrogen concentration and photosynthesis, and increased root : shoot ratio and leaf condensed tannin concentrations. The competition treatment also resulted in increased leaf phenolic glycoside (PG) concentrations.;•; Aspen growth was negatively correlated with PG concentrations under low fertility with competition. The relationship between growth and its major determinants was also negatively related to foliar condensed tannins expressed as a proportion of tree mass, indicating an additional indirect cost of allocation to secondary metabolites. ","New Phytologist","en",2005,"Dec","USA","USA","10.1111/j.1469-8137.20051613.x","https://doi.org/10.1111/j.1469-8137.2005.01613.x","10.1111/1365-2435.12969","USA","field populations occurring in south-central Wisconsin","chemical defenses;condensed tannins;costs of defense;marsh reed grass (Calamagrostis canadensis);phenolic glycosides;plant growth;plant physiology;trembling aspen (Populus tremuloides)  "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Earthworms as drivers of the competition between grasses and legumes.","Nico Eisenhauer","S. Scheu","Grasses and legumes are grown together worldwide to improve total herbage yield and the quality of forage, however, the causes of population oscillations of grasses and legumes are poorly understood. Especially in grasslands, earthworms are among the most important detritivore animals functioning as ecosystem engineers, playing a key role in nutrient cycling and affecting plant nutrition and growth. The objectives of the present greenhouse experiment were to quantify the effects of earthworms on grass–legume competition in model grassland systems at two harvesting dates – simulating the widespread biannual mowing regime in Central European grasslands.  The presence of earthworms increased the productivity of grasses and legumes after 6 weeks but only that of grasses after another 10 weeks. In mixed treatments, the presence of grasses and earthworms decreased legume shoot biomass, the amount of nitrogen (N) in shoot tissue and the number of legume flowerheads while the presence of legumes and earthworms increased the amount of N in grass shoots and the infestation of grasses with aphids. Analyses of 15N/14N ratios indicate that, compared to legumes, grasses more efficiently exploit soil mineral N and benefit from legume presence through reduced “intra-functional group” competition. In contrast to previous experiments, we found no evidence for N transfer from legumes to grasses. However, legume presence improved total herbage and N yield.  Earthworms likely modulate the competition between grasses and legumes by increasing soil N uptake by plants and thereby increasing the competitive strength of grasses. Earthworms function as essential driving agents of grass–legume associations by (I) increasing grass yield, (II) increasing the amount of N in grass hay, (III) increasing the infestation rate of grasses with aphids, and (IV) potentially reducing the attractiveness of grass–legume associations to pollinators.","Soil Biology and Biochemistry","en",2008,"Jul","USA","USA","10.3410/f.1123874.580974","http://dx.doi.org/10.3410/f.1123874.580974","10.1111/1365-2435.12969","Germany","Jena, Thuringia","Above-ground–below-ground interactions Aphid infestation Competition Flowering success Grassland Lumbricus terrestris Nitrogen uptake Quality of forage Stable isotopes The Jena Experiment"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The role of protein effectors in plantaphid interactions.","Dezi A Elzinga","Georg Jander","Aphid salivary proteins, which are injected into the phloem sieve elements during feeding, play a central role in plant–aphid interactions. Among the dozens of known salivary proteins, many have no homology to proteins from other organisms. These aphid-specific proteins likely have evolved as effectors that inhibit plant defenses, prevent phloem sieve-element occlusion, and otherwise promote the unique phloem feeding style. However, aphid salivary proteins also are recognized by plants to mount defense responses and are likely a major factor in limiting the host range of particular aphid species and biotypes. Newly developed research tools provide excellent opportunities for analyzing the mostly unknown functions of aphid salivary proteins and elucidating their contribution to the complex interactions between aphids and their host plants.","Current Opinion in Plant Biology","en",2013,"Aug","USA","USA","10.1603/ice.2016.106255","https://doi.org/10.1016/j.pbi.2013.06.018","10.1111/1365-2435.12969","N/A","N/A","N/A"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The growth-defense trade-off and habitat specialization by plants in Amazonian forests.","Paul V. A. Fine","Phyllis D. Coley","Tropical forests include a diversity of habitats, which has led to specialization in plants. Near Iquitos, in the Peruvian Amazon, nutrient-rich clay forests surround nutrient-poor white-sand forests, each harboring a unique composition of habitat specialist trees. We tested the hypothesis that the combination of impoverished soils and herbivory creates strong natural selection for plant defenses in white-sand forest, while rapid growth is favored in clay forests. Recently, we reported evidence from a reciprocal-transplant experiment that manipulated the presence of herbivores and involved 20 species from six genera including phylogenetically independent pairs of closely related white-sand and clay specialists. When protected from herbivores, clay specialists exhibited faster growth rates than white-sand specialists in both habitats. But, when unprotected, white-sand specialists outperformed clay specialists in white-sand habitat, and clay specialists outperformed white-sand specialists in clay habitat.  Here we test further the hypothesis that the growth-defense trade-off contributes to habitat specialization by comparing patterns of growth, herbivory, and defensive traits in these same six genera of white-sand and clay specialists. While the probability of herbivore attack did not differ between the two habitats, an artificial defoliation experiment showed that the impact of herbivory on plant mortality was significantly greater in white-sand forests. We quantified the amount of terpenes, phenolics, leaf toughness, and available foliar protein for the plants in the experiment. Different genera invested in different defensive strategies, and we found strong evidence for phylogenetic constraint in defense type. Overall, however, we found significantly higher total defense investment for white-sand specialists, relative to their clay specialist congeners. Furthermore, herbivore resistance consistently exhibited a significant trade-off against growth rate in each of the six phylogenetically independent species-pairs.  These results confirm theoretical predictions that a trade-off exists between growth rate and defense investment, causing white-sand and clay specialists to evolve divergent strategies. We propose that the growth-defense trade-off is universal and provides an important mechanism by which herbivores govern plant distribution patterns across resource gradients.","ECOLOGY ","en",2006,"Jul","USA","USA","10.1890/0012-9658(2006)87[150:tgtahs]2.co;2","https://doi.org/10.1890/0012-9658(2006)87%5B150:tgtahs%5D2.0.co;2","10.1111/1365-2435.12969","Peru","Allpahuayo-Mishana National Reserve near Iquitos","Amazon;ecological gradient;growth-defense trade-off;habitat specialization;herbivory;phenolics;phylogenetic control;rainforest;reciprocal-transplant experiment;terpenes;tropical trees "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Effects of Allelochemicals from First (Brassicaceae) and second (Myzus persicae and Brevicoryne brassicae) trophic levels on Adalia bipunctata.","Frédéric Francis","Eric Haubruge","The Brevicoryne brassicae aphid is an important pest of several plants of the Brassicaceae family worldwide. In the Mantaro Valley-Peru, it causes economic losses in cabbage and broccoli crops. Myzus persicae is the most important pest in potato cultivation. Myzaphis rosarum colonizes both wild and cultivated rose bushes and trees. To control it, farmers use toxic chemical insecticides that cause health problems. Faced with this problem, biocontrol is an important component of sustainable production to control pests. Hippodamia convergens is a predator of aphids, so it is necessary to know its biology and predation in its different prey. The objective was to determine the duration of the development stages, longevity, fecundity and performance of the predator H. convergens reared with cabbage aphids B. barssicae, Myzaphis rosarum and Myzus persicae. The completely randomized design was used, with 10 repetitions and three treatments or species of aphids. The aphid species used as food for the predator influenced the duration of preimaginal and adult development. Egg-adult development was longer with 34.1 days with B. brassicae and shorter with M. rosarum and M. persicae with 22.8 and 22.5 days respectively. Cabbage glucosinolates absorbed by B. barssicae negatively affected the growth rate, development, weight gain, survival, fecundity and predation capacity of H. convergens.","Journal of Chemical Ecology","en",2001,"Feb","Belgium","Belgium","10.17268/agroind.sci.202231","https://doi.org/10.1023/A:1005672220342","10.1111/1365-2435.12969","N/A.","N/A.","Allelochemical;glucosinolates;isothiocyanates;ladybird;aphid;toxicity;tritrophic interactions"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The meta-analysis of response ratios in experimental ecology.","Larry V. Hedges","Peter S. Curtis","Meta-analysis provides formal statistical techniques for summarizing the results of independent experiments and is increasingly being used in ecology. The response ratio (the ratio of mean outcome in the experimental group to that in the control group) and closely related measures of proportionate change are often used as measures of effect magnitude in ecology. Using these metrics for meta-analysis requires knowledge of their statistical properties, but these have not been previously derived. We give the approximate sampling distribution of the log response ratio, discuss why it is a particularly useful metric for many applications in ecology, and demonstrate how to use it in meta-analysis. The meta-analysis of response-ratio data is illustrated using experimental data on the effects of increased atmospheric CO2 on plant biomass responses.","ECOLOGY ","en",1999,"Jun ","USA","USA","10.2307/177062","http://dx.doi.org/10.2307/177062","10.1111/1365-2435.12969","Various (meta-analysis)","Various","effect size;elevated CO2;plant biomass responses;meta-analysis in experimental ecology;meta-analysis of response ratios;research synthesis;response ratio;statistical techniques  "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The dilemma of plants: To grow or defend.","Daniel A. Herms","Wu Mattson","Physiological and ecological constraints play key roles in the evolution of plant growth patterns, especially in relation to defenses against herbivores. Phenotypic and life history theories are unified within the growth-differentiation balance (GDB) framework, forming an integrated system Of theories explaining and predicting patterns of plant defense and competitive interactions in ecological and evolutionary time.  Plant activity at the cellular level can be classified as growth (cell division and enlargement) of differentiation (chemical and morphological changes leading to cell maturation and specialization). The GDB hypothesis of plant defense is premised upon a physiological trade-off between growth and differentiation processes. The trade-off between growth and defense exists because secondary metabolism and structural reinforcement are physiologically constrained in dividing and enlarging cells, and because they divert resources from the production of new leaf area. Hence the dilemma of plants: They must grow fast enough to compete, yet maintain the defenses necessary to survive in the presence of pathogens and herbivores.  The physiological trade-off between growth and differentiation processes interacts with herbivory and plant-plant competition to manifest itself as a genetic trade-off between growth and defense in the evolution of plant life history strategies. Evolutionary theories of plant defense are reviewed. We also extend a standard growth rate model by separating its ecological and evolutionary components, and formalizing the role of competition in the evolution of plant defense. We conclude with a conceptual model of the evolution of plant defense in which plant physiological trade-offs interact with the abiotic environment, competition and herbivory.","QUARTERLY REVIEW OF BIOLOGY ","en",1992,"Sep","USA","USA","10.1086/417659","http://dx.doi.org/10.1086/417659","10.1111/1365-2435.12969","N/A ","N/A ","Keyword + : CARBON-NUTRIENT BALANCE;CYNOGLOSSUM-OFFICINALE;LOTUS-CORNICULATUS;LIFE-HISTORY EVOLUTION;LOW NUTRITIVE QUALITY;SENECIO-JACOBAEA;INSECT HERBIVORE INTERACTIONS;TISSUE-SPECIFIC DISTRIBUTION;SHRUB OEMLERIA-CERASIFORMIS;PHENYLALANINE AMMONIA-LYASE"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Earthworms influence the production of above and belowground biomass and the expression of genes involved in cell proliferation and stress responses in Arabidopsis thaliana.","Ulrike Jana","Anne Repellin","To better understand the complex mechanisms of action of earthworms on plants, we set up an experimental system using the model plant Arabidopsis thaliana (L) Heynh, Aporrectodea caliginosa a common temperate earthworm and two types of soil with contrasted contents in organic matter and nutrients. Changes in plant biomass, biomass allocation to roots, leaves and stems and C/N ratios were related to variations in the expression of several plant genes involved in cellular division and stress responses and with earthworm-induced alterations in soil mineral status.  In the poorest soil, i.e. with low contents in mineral nutrient and organic matter, earthworms increased soil nitrate content very significantly and boosted plant aboveground biomass production. This correlated with changes in leaf transcript accumulation suggesting enhanced cell division and lesser incidence of reactive oxygen species. In the richer soil, earthworms had no significant effect on the production of aerial biomass. However, several plant responses were observed regardless of soil quality: enhanced accumulation of an auxin-responsive transcript in the leaves, a strong decrease in root length and biomass and a reduction in C/N values, particularly in the bolt stems. Although these results pointed out earthworm-induced enhancement of mineralization as a determining factor in the formidable plant growth responses, the release in the drilosphere of phytohormone-like compounds by earthworm-activated bacteria was most likely implicated as well in this process and resulted in ""forced"" nitrogen uptake by the plants. The herein demonstrated sensitivity of the model plant A. thaliana to earthworms shows that such new experimental set up could become a central key to the development of multidisciplinary investigations on plant-soil interactions. ","SOIL BIOLOGY & BIOCHEMISTRY ","en",2010,"Feb","France","France","10.1016/j.soilbio.2009.1022","https://doi.org/10.1016/j.soilbio.2009.10.022","10.1111/1365-2435.12969","France","Essone, Museum National d'Histoire Naturelle","Arabidopsis thaliana;Aporrectodea caliginosa;Plant plasticity;Shoot-root ratio;Soil quality;Transcript accumulation;Earthworm "," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Handbook of meta-analysis in ecology and evolution.","Julia Koricheva ","Kerrie Mengersen ","Meta-analysis is a powerful statistical methodology for synthesizing research evidence across independent studies. This is the first comprehensive handbook of meta-analysis written specifically for ecologists and evolutionary biologists, and it provides an invaluable introduction for beginners as well as an up-to-date guide for experienced meta-analysts. The chapters walk readers through every step of meta-analysis, from problem formulation to the presentation of the results. The book identifies both the advantages of using meta-analysis for research synthesis and the potential pitfalls and limitations of meta-analysis (including when it should not be used). Different approaches to carrying out a meta-analysis are described, and include moment and least-square, maximum likelihood, and Bayesian approaches, all illustrated using worked examples based on real biological datasets. The book is tailored to the biological sciences, and will provide an invaluable text for practitioners from graduate students and senior scientists to policymakers in conservation and environmental management.","Book","en",2013,"Apr","UK","Australia","10.23943/princeton/978069113728501001","https://press.princeton.edu/books/hardcover/9780691137285/handbook-of-meta-analysis-in-ecology-and-evolution","10.1111/1365-2435.12969","N/A","N/A","N/A"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"Evolutionary ecology of plant defences against herbivores.","Marc T. J. Johnson","Marc T. J. Johnson"," 1. Herbivores consume a large portion of the biomass produced by plants in virtually all ecosystems, which has dramatic effects on both the ecology and evolution of plants. In response to this threat, plants have evolved a diverse arsenal of direct and indirect defences to reduce herbivory and the impacts of damage on plant performance. 2. This special feature is a broad synthesis of the evolution and ecology of plant defences. The first objective of this special feature is to provide a review of what we have learned about plant defences against herbivores. The second objective is to stimulate debate and sow fresh ideas for the future research. 3. The 11 articles in this issue address three fundamental questions: (i) How do plants defend themselves against a diverse array of enemies? (ii) Why do plant species vary in defence? And (iii) What are the ecological and ecosystem‐level consequences of plant defence? In addressing these questions the articles cover the interdisciplinary nature of plant–herbivore evolutionary ecology, from genes to global patterns. 4. The articles contained in the special feature question existing paradigms and provide new analyses of data. In some cases, influential hypotheses are firmly supported with new analyses (e.g. the Resource Availability Hypothesis), whereas in other instances conventional wisdom is called into question (e.g. the importance of secondary metabolites in the microevolution of resistance) and popular hypotheses are rejected (e.g. the Apparency Hypothesis, the Latitudinal Biotic Interaction Hypothesis). 5. This is an exciting time for research on the evolutionary ecology of plant defences. The articles in this special feature provide a guide to how we can move forward in resolving existing problems and tackling new questions.","FUNCTIONAL ECOLOGY ","en",2011,"Apr","Canada","Canada","10.1111/j.1365-2435.20111838.x","https://doi.org/10.1111/j.1365-2435.2011.01838.x","10.1111/1365-2435.12969","Various (11 studies)"," Various ","Keywords +: COMMUNITY ECOLOGY;RESOURCE AVAILABILITYI;NDUCED RESPONSES;CHEMICAL ECOLOGY;GENETICS;ORIGIN;BIOSYNTHESIS;TOLERANCE;PHENOLICS;SELECTION"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
